num,comment
0.693437,几十块 在汉堡店竟然能吃这么多东西，真香?#京津美好派对 #心动跨年 #吃美食搜食物主义 #食物主义天津站 #你好天津
0.631146,用虾给宝宝做零食#裙带菜虾球，鲜美绵软好吃涨身体#宝宝辅食
0.745292,好吃的广式#芋头糕，教你在家自己做，食材简单味道好，咸香软糯超好吃?
0.68281,家常葱花饼怎样做最好吃？做法详细讲解，柔软层多，凉了不发硬 #在家做美食 #葱油饼 #美食教程
0.617292,不加一滴水的盐焗螃蟹，鲜香美味，真好吃！
0.731654,#三只松鼠x饿了么超级新品 联合零食大礼包限量上线！爆款零食嗨吃不停！阿鼠和饿小宝带你一起吃饱饱，与#致热爱生活的你暖心过冬哦~#发发福利平安好礼 
0.727404,#零食推荐 #网红零食 #寻味柘城 #发现柘城 柘城也有三只松鼠线下实体店了，小伙伴们冲压#三只松鼠 #三只松鼠大礼包 @DOU+小助手 #柘城美食 #柘城 #柒柒探店 #进口食品 #零食分享 
0.717152,坚果套餐上新啦！#零食 #网红零食 #零食推荐 #仓库实拍 #代餐 #坚果 #超实惠 #休闲零食 
0.665662,今年的年货礼盒我要选三只松鼠，里面都是好吃的，没有踩雷的！！#三只松鼠 #春节 #送礼 #供货
0.647287,?宝贝想要舌尖新体验，亨氏来帮忙 1??袋全球选材?，法国酸奶搭配全球超级水果， 2??种口感碰撞，醇厚酸奶?遇上酸甜水果?，开启宝宝味蕾新体验 3??种 “0 ”添加，低脂低钠，天然好滋味? 4??层 锁 鲜 包，新鲜方便哄娃必备? ?亨氏酸奶果泥，一包开启味蕾新体验
0.735893,营养又美味的谷物泡芙，多种混合口味，宝宝休闲小零食#宝宝零食 #母婴好物
0.71606,吃一口就会爱上的低卡餐，好吃还不长肉肉快@对象动手吧#控卡小轻瓶#抖音美食创作人 #陪你吃饭的365天 
0.7147,#卡姿兰雾吻口红 #哑光口红 雾吻第二代也太好看了！好适合秋冬
0.814861,卡姿兰持妆不脱妆粉底液，播播间限时活动拍1享5！#创作灵感 #平价彩妆 #好物推荐 #国货之光 #粉底液排行榜 #底妆
0.779205,屈臣氏这几只洗面奶才是真的好用到哭！#平价洗面奶 #屈臣氏 #护肤 
0.680295,百醇8口味多盒大礼包，王炸福利锁定格力高直播间~ #格力高 
0.72716,终于实现了格力高自由，太好吃了吧#格力高
0.680575,黑白配 奶油巧克力小饼干#零食推荐 #饼干 #百奇
0.640022,#抖音超品大赏#小姐姐们都在推荐的洗发水，头发补水保湿，滋润蓬松就靠它了
0.819403,[达人专享]波咯咯温奶器奶瓶消毒器二合-热奶暖奶加热解冻母乳#温奶器#奶瓶消毒器 #热卖暖奶#解冻母乳#母婴好物#好物推荐#好物分享#奶瓶消毒 
0.847287,花王碧柔洗手液，抑菌超强，墙裂推荐。#清洁 #母婴好物 #好物推荐 @DOU+小助手 @巨量算数 @抖音小助手 
0.769782,软糯的#华夫饼 里面是香浓巧克力夹心，真心好吃！#零食推荐 #吃货日常 #零食
0.843798,尝鲜厚实阿华田蛋糕卷营养面包早餐\
0.83505,一口爆浆的阿华田泡芙也太太太太好吃了！！！外皮酥到掉渣，咬一口满满的爆浆#零食推荐 #零食 #爆浆 #泡芙
0.707914,洗发护发爱用物开箱?谁不想拥有一头浓密靓丽的秀发呢？????♀?#洗发护发#熬出头不熬秃头 #馥绿德雅#洗护测评#小粉珠#仙女洗发水#洗发水推荐
0.640022,你的洗发水上榜了吗？#洗发水#控油洗发水#洗发水推荐
0.677433,每日一开箱 | kk的洗护用品 冬季保湿面霜  ? 00:20 馥绿德雅洗发水 这款洗发水真的用了好几年了 第一次购买是在法国的药妆店 之后断断续续的都在回购 防脱作用还是有的  01:17 潘婷深水泡弹发膜 因为头发又硬又沙 所以看到网上关于护发推荐的 肯定会看的 觉得好用的都会购入 这款发膜也是被种草的   01:50 卡诗护发精油 这也是一直回购的一款精油啦 相信好多人都用过吧 抚平毛糙是真实有效的  02:45 OLAY身体乳 号称既能保湿又能美白   03:14 赫莲娜黑绷带｜Medature修
0.66521,又能让璐璐臭美半天！这家店 年轻人的最爱，学生党的衣柜！结尾有浮力哦！#潮酷穿搭 #谁穿谁好看 @小凤凤（主持人～云凤） @刘璐璐 
0.839734,#创作灵感 #高颜值厨具 #厨房必备神器 #厨房好物 #不粘锅 #我的好物推荐 请认准正品花后316不锈钢不粘锅
0.847421,#创作灵感 #厨房好物 #实用好物 #我的好物推荐 #不粘锅 #厨房必备神器 #高颜值厨具 请认准正品花后316不锈钢不粘锅
0.623423,???2022   喜迎新年   2022??? ???妈咪爱母婴空间回馈客户??? 活动一：奶粉??1000立选500 活动二：奶粉低至买一赠一 活动三：童装 童鞋 辅食 用品 洗护 玩具  ??100送40 活动四：纸尿裤99元/2包 送赠品 活动五：会员免费面部补水一次 ?? 转发以上文字和图片到朋友圈每天三次，可免费面部补水一次，矫正骨盆一次，另纸送巾一包！！ 地址:妈咪爱母婴空间(西宁路店） 妈咪爱母婴空间(县医院店）
0.6045,小吉智能迷你家电，高颜值、高科技，是你的时尚新宠儿 #小吉冰箱   
0.830639,超浓郁的芝士味饼干，冬天也要“芝”味超浓。#网红零食 #好物推荐 #零食推荐 #美食趣味推荐官 #美食分享官
0.772149,山核桃的浓郁回甘，和蔬菜味的咸香酥脆，难以抉择就都试试吧！#网红零食 #零食推荐 #好物推荐 #美食趣味推荐官
0.721303,#好吃的 友臣魔方面包，用手撕着吃更过瘾#手撕面包 #面包
0.831301,#友臣 肉松乳酪棒里面满满的肉松乳酪夹心，真的太好吃了，做早餐特别合适～#零食 #零食推荐 #面包 #早餐#上热门 @DOU+小助手 @抖音小助手
0.783383,友臣魔方吐司真的太好吃了！松松软软的，奶香味十足，做早餐特别合适#面包 #早餐面包 #友臣魔方吐司
0.870054,平安夜，钟声响，把最好吃的喜之郎买给最爱的人???#零食推荐 #零食分享 #童年味道 #零食柜 @DOU+小助手
0.714715,不到1块钱1包的喜之郎果冻，实现你的果冻自由，来我的直播间吧#零食推荐 #日常投喂 #零食 #吃货 #果冻 #果冻冲冲冲
0.640022,这个冬天让喜之郎来爱你吧#零食推荐 #喜之郎 #爱 @DOU+小助手
0.867017,#零食推荐 #休闲零食 #吃货福利 #吃货必备 #好吃到爆 #好吃不贵经济实惠 #蜀道香肉制零食 好吃美味
0.847271,今日拆箱蜀香牛肉，美味又好吃！#零食推荐 #网红零食 #好吃到爆 #追剧小零食 #美食 #吃货 #追剧必备零食 #太好吃了 #解馋 #抖音美食 
0.668401,“华中精华，味中有味！”30年品牌“华味亨”，值得信赖！
0.809085,#华味亨?2022潮礼? 买年货，选企业年终福利，我推荐华味亨！ 华味亨坚果礼盒现已上市，甄选品质坚果，入口香脆、营养健康， 老底子的杭州品牌，更放心。 吃华味亨，过华丽年[烟花][烟花][烟花]
0.640022,被这个软糖惊艳到了，就像吃葡萄一样可以扒皮的软糖，双重口感，真是绝啦～#软糖 #糖果 #好丽友 #零食推荐
0.818406,好丽友果滋果心葡萄味、！冷藏之后直接一个封神的状态给到我！！ 这个是有两层口感不一样的软糖，芯软一点皮韧一点，冰过真的巨好吃，安利安利！#好丽友 #零食推荐 
0.72283,柒牌【金秋上新】柒牌商务休闲复古弹力修身暗格纹单西装#品质男装 #柒牌男装
0.655608,#西装控 #柒牌男装 年底套西福利   500出头 快来直播间 抢购
0.623509,#柒牌 柒牌男装梭织长裤微弹直筒青年商务休闲潮流百搭裤子#柒牌男装
0.690514,简简单单的就很好看#网红梳妆台 #收纳 #化妆台 
0.684789,#收纳柜 #收纳神器 风很大的斗柜，我也入手了试试，百搭各种风格，小户型收纳必备~
0.727509,#收纳整理 黑灰氛围感鞋柜，这款无敌了，百元拿下轻奢质感，还不快冲！
0.811458,#美食推荐 #在家做美食 #吃货必备 山姆同款[色] 圃美多马苏里拉芝士甜心饼 酥脆外皮，内馅含满满马苏里拉芝士，配上甜蜜红薯泥，一口爆浆，?香浓甜美，满满的香浓芝士，轻松拉丝！[强]  给孩子营养丰盛的早餐?
0.617292,好久没有体会到做试吃的乐趣了，看到这么多家人爱吃我的意大利面，开心的不要不要的！累并快乐着！开心工作可以治感冒，一工作没空咳嗽了，你们要不要做试吃，忙起来好开心哟#超市打卡 #好吃到爆 #美味 #日常工作 #好吃 #网红零食 
0.725712,嘿，每周一天不重样，快给你的小可爱准备起来#青岛山姆 #山姆老灵了 #山姆会员店 #山姆超市 #零食推荐 #山姆牛肉卷 #山姆烤鸡 #火锅食材 #进口食品
0.628741,这个#太空沙 真的太好玩了！好塑形不粘手好收纳，锻炼宝宝专注力精细动作，解放妈妈双手～
0.661647,2022款全新#大众polo  来了 外观小巧可爱 内饰温馨 标配铝合金轮毂 自动挡两厢车非常宝妈小姐姐上班代步 又保值#dou是好车 #抖音汽车 #大众 #代步车   #同城热门 #新疆热门 #汽车热门 #小凯说车
0.665636,呷哺上新啦，冬天果然还是火锅真香#赢2022新运气就来呷哺呷哺吃套餐 #呷哺呷哺 #美食探店 #火锅
0.669751,肌肤之钥cpb妆前乳隔离霜#美妆#护肤#妆前乳#隔离霜#妆前乳隔离#隔离霜推荐#隔离霜种草#隔离霜李佳琦推荐#妆前隔离#好物分享#好物种草
0.790442,肌肤之钥CPB妆前霜隔离乳保湿清爽滋润遮瑕SPF25#美妆#护肤#妆前乳#隔离乳#妆前乳隔离 #隔离保湿#遮暇#妆前乳推荐#隔离乳推荐#抖音小助手#好物推荐?
0.669751,肌肤之钥cpb妆前乳隔离霜#美妆#护肤#隔离霜#妆前乳#隔离霜推荐#妆前乳隔离#隔离霜分享#隔离妆前二合一#妆前乳推荐#隔离霜种草#薇娅推荐#好物分享#抖音小助手
0.728699,今天整点儿洋气的，打卡必胜客！喜欢吃西餐的小伙伴看这里！#美食探店 #美食 #抖音美食推荐官 #抖音美食创作者 #美食推荐 #涿州美食 #涿州美味 #探店 #吃货 #抖音心动餐厅 #抖音美食 #牛排
0.790442,#高端茶器 #紫砂艺术 #茶具好物推荐 紫砂壶喜欢来我直播间哟～
0.790442,#银壶 #茶具好物推荐 #银器 #高端茶器 足银999公道杯 喜欢来我直播间哟
0.790442,#茶具好物推荐 #茶生活 #茶具 #公道杯 禾器公道杯 喜欢来我直播间
0.790442,#茶具好物推荐 #汝窑 #品茗杯  娄根旺的天青汝窑杯 喜欢来我直播间～
0.655608,#直播带货 #正在直播中 #苏泊尔 #电火锅 苏泊尔大容量6L鸳鸯电火锅~直播间开福利哦~
0.826748,聚油不跑油，不粘易洁，清水一冲就好。#苏泊尔 #美食#高颜值厨具 #不粘锅 #厨房好物 #好物推荐 #网红锅 
0.804753,蜀大侠的火锅很好吃，一次性的筷子真的干净卫生，4个人吃基本不用加菜，吃得很饱，推荐哈#美食探店 #连云港热门
0.806934,今日打卡瑞达路蜀大侠火锅，抖音团购价138?4人餐加15个菜，味道美美哒！值得推荐
0.796352,不诋毁对手，不贬低同行，不辜负客户，卖Z好的产品，做Z好的服务，让对手敬佩，让同行认可，让客户满意，人道如商道，商道即人道。#汝州家具 #家具实体店 
0.698407,首播福利，同样时间晚上八点！#宠物 #铲屎官 #猫 #狗狗 
0.781404,晚上八点，超多福利等你来抢！#宠物 #铲屎官 #宠物食品 
0.800877,#小黑瓶 #欧莱雅 #分享爱用物 #精华 #好物推荐 #抗老 想要入第三代的黑精华来我zbj哦，性价比高
0.790442,#定型喷雾，男士发胶定型喷雾发型师推荐古势发胶，#创作灵感#好物推荐 #发胶 #男士造型 
0.835939,#蛋糕 #好吃到爆 我们全家都超爱吃的卡尔顿焗蛋糕，特色的焗式风味，可甜可咸，YYDS～～#夏天零食铺 
0.640022,卡尔顿江西九江、吉安经销商会议完美收官咯！“凝心聚力，携手同行”……为2022年准备着！加油?#会议现场 #企业文化 #活动现场 #团队 #品牌 #热门推荐 @DOU+小助手
0.640022,丽思卡尔顿酒店的环球之旅自助餐，每个月都是不同主题的西餐～爱了爱了，下个月还要继续?。#抖音美食推荐官 #下午茶 #探店
0.687811,洁柔卡通系列抽纸  包装可爱  性价比高  还不赶快冲冲冲 #纸巾 #抽纸#可爱 #洁柔
0.712138,【宝藏姐姐七七推荐】洁柔朵蕾蜜卫生巾#创作灵感 #卫生巾 #卫生巾测评 #洁柔 #上热门 #热门 #热门推荐
0.716578,适合年会表演的古风舞蹈《万紫千红》  高先玉老师春节晚会原创舞蹈！这个是人少版的，还有春晚24人大型晚会版，随后分享哦！#原创 #舞蹈 #年会#创作灵感 #艺翔舞蹈学校 #教师 #团队精神
0.702093,卡婷，14年国朝品牌，远销19个海外国家，海内外都有专柜。轻颜唇釉众多明星推荐，清平乐ip联名，含植物甾醇，高显色滋润不拔干，想看什么颜色进入直播间，主播帮你试色哦～#catkin卡婷 #国风彩妆 
0.843696,卡婷颐和园联名气垫bb霜遮瑕保湿控油持久不脱妆cc霜干皮油皮粉底#护肤好物 #平价彩妆 #分享爱用物 #好用不贵 #自用好物推荐 #气垫 #平价好物推荐 #抖音小助手
0.758437,卡婷轻颜唇釉，清平乐联名，15个热门色，c15-圣诞色\
0.666667,天气丹辨别真假，只要你五官没有问题，它就可以一直让你美下去#好物分享护肤 #自用好物分享 #天气丹 #好用不贵 #护肤套盒
0.636373,天气丹六件套使用方法分享一下，希望对你有帮助#护肤套盒 #天气丹
0.636373,秋冬季节最爱天气丹啦，用完皮肤都是嫩嫩的！#护肤套盒 #护肤品 #好物分享护肤
0.785987,依视路488配镜套餐，不仅价格最便宜而且镜架品牌和款式是最齐全 #高颜值眼镜 #眼镜框推荐 #专业验光配镜 #总有一款适合你 #好产品一起分享 #高端品质
0.661292,安莉芳 时髦级百搭单品
0.823079,逢逛必买的名创优品，哪些才真的值得买的！他家还有1元购40元优惠券呦！#名创优品 #好物推荐 
0.780424,#肯德基 #新品  真的很懂少女们的心思啊 炸鸡我墙裂推荐#美食 #探店
0.812261,仁恒伊势丹的肯德基开业啦！个性鲜明的红色高级感超适合拍照，0元吃鸡、惊喜盲盒、半价的全家欢享餐，超多福利快来体验！#一起自在 #美食探店 #冬天就要动吃大吃
0.706659,#师兄请按剧本来 修仙世界抢个沙发也能如此欢乐～#好剧推荐 今日中午12点锁定腾讯视频，一起来追剧啦～ #师兄请按剧本来串戏了
0.820876,#居家好物 #抖音好物推荐  立白浓缩除菌，三合一。柔顺洁净，家居必备。
0.7147,玩雪小姐姐同款饺子包羽绒服！还是三防面料真的太好看了！#羽绒服 #三防羽绒服 #潮就要这个味
0.797385,很多人问的反光条羽绒服，沉浸式衣服展示来啦！！！#沉浸式体验 #羽绒服 #冬季穿搭
0.617902,灰色和绿色也很好看！长款羽绒服！让你无惧寒冬！#羽绒服 #穿搭 #冬季必备
0.72716,千万不要去海底捞包饺子！因为真的太好吃了…#冬至吃饺子 #冬至的最佳打开方式 #海底捞  @DOU+小助手
0.601813,#抖音心动餐厅 #海底捞 #火锅 海底捞店员推荐的隐藏吃法，响铃虾滑肥牛卷 到底是谁发明的？？？表白店员好吃到哭
0.740059,已经有131年历史的老牌花王香皂，口碑抗打，几块钱一块，买它就太香了！#日本好物分享 #仓库实拍
0.693591,冬季宝藏热饮??低卡好喝 冬日必备秘?奶茶星人的福音来啦?#平价好物 #奶茶 #低卡 #热饮
0.692601,雀巢咖啡1月2醇香原味 低糖雀巢咖啡1+2微研磨双豆原味#雀巢咖啡#零食推荐 #热门#咖啡 
0.767511,雀巢咖啡在我心中还是yyds 因为人生第一口喝的是这个味所以后面无论喝过多少仍然是无可替代…#购物分享 #雀巢咖啡
0.773955,资生堂UNO吾诺男士洗面奶特惠 ?黑 天然碳洗面奶，黑炭强力劲爽洁面膏超强油脂吸附能力，彻底清洁毛孔脏污 ?藍 带磨砂颗粒洁面膏，深入洁净毛孔脏污，黑头粉刺，粗糙角质。 ?綠 毛孔清透澄净洁面膏，有效温和的去除肌肤死皮 玻尿酸成分保湿 舒爽柑橘清香#创作灵感 #分享爱用物 #护肤好物 #好物分享护肤 #男士洗面奶推荐 #好物推荐?#好产品分享 #朋克养生  #创作灵感 @DOU+小助手 之前上错链接了，推荐这家店铺！
0.815556,资生堂精华露哪款好用适合混油皮精华修护肌肤屏障净痘#热门 #好物推荐 #好物分享 #护肤 #油皮#精华 @DOU+小助手 @热门小助手 @抖音小助手 @DOU+上热门
0.817114,这么宝藏的润肤油用法我怎么才知道啊？！#好物推荐 #身体乳
0.611731,泡泡玛特联名款?宝藏美瞳?重庆探店?#分享爱用物 #美瞳
0.721402,荣耀超级#快充 ，真香！
0.853074,不允许你还没看过#荣耀x30 绝美的样子#数码科技 #好物推荐? 
0.706201,年底最后一波99元福利大放送啦，需要的朋友们看过来
0.689629,还有什么样的家里适合装投影仪呢？#家庭影院 #沉浸式体验 @DOU+小助手
0.718514,今天喝麦斯威尔特浓口味滴～香浓可口～#速溶咖啡 #咖啡 #正在直播 #一杯咖啡的快乐 #我的心动美食 #DOU小助手 #创造灵感 #干货分享
0.634383,吉普大切诺基3.6精英导航版 2018年上牌 买二手车还得是这个 不保值 性价比超高?#青岛乐途车行 #青岛二手车
0.667159,99?小龙坎2?3人餐 聚划算??爱吃火锅的小伙伴们赶紧冲鸭????#一起吃火锅 #美食推荐 #南通抖音 #抖音美食推荐官
0.743357,辽阳小龙坎三周年，出自助活动了69一位，随便吃，想吃的别错过！活动时间有限#创作灵感 #美食探店 #抖音美食推荐官 #特色餐饮 #抖音美食 #团购达人 #辽阳美食 #放手去拍vlog吧 #这家店回头客超多 #探店达人 #抖音团购 #探店创作者扶持计划 #火锅 #自助 @DOU+小助手 #潮就要这个味
0.810866,好喝的真的有果粒的真果粒，红柚口味爱了爱了#好物推荐  #零食分享
0.800877,蒙牛真果粒商品橱窗里可以下单秒杀价#好物分享 #好物推荐? #直播带货 #酸奶 #吃出健康 
0.654435,男朋友给买的蒙牛迷你真果粒，我也是滴一次见到迷你版的超可爱，出门携带方便，草莓味的超好喝每天都要喝一个，爱了爱了#牛奶饮料 #真果粒 #牛奶饮料 #早餐奶 
0.640022,无广只推荐，千元以内也能配齐性价比的小家电#家居好物 #小家电
0.666667,#蜂蜜柚子茶 #纯天然无添加 这个真的非常好喝，中国人不骗中国人@抖音小助手
0.6853,比硫磺皂更好用的液体皂液！全面升级去除菌菌MM，一瓶多用洗净全身哦！#硫磺皂液 #国货 #沐浴露推荐
0.716768,不愧是星爸爸！给了黑咖啡星人新选择，还可以选不同烘培程度的咖啡豆！zui后的仪式感爱了！#星巴克 #黑咖啡 #咖啡 #抖音美食推荐官 @DOU+小助手 
0.672693,靠自己实力过上好日子的猫……#猫粮推荐
0.828977,网易严选香氛终于出了桂花香味了！空山桂雨，淡淡的桂花香超级好闻！用一段时间发现香味淡了，那就按我这个方法操作，一瓶可以用二个月左右会一直香香的！ 白桃，葡萄，荔枝。栀子每个味道都不踩雷，家里车里都可以用，组合更划算。#香氛 #分享爱用物 #好物推荐?
0.663035,男宝女宝都能穿的小外套哦~双面毛毛的设计 太适合冬天了吧！！#儿童必备 #儿童外套 #秋冬童装 
0.693144,新鲜肉加好鸡蛋配好调料灌的火腿肠，吃起来才更香！#开州 #抖音美食推荐官 #灌火腿肠
0.827787,在霸州天祥南路发现一家宝藏小吃店，他家的炸鸡架绝绝子～#霸州美食 #麻辣烫 #卤煮 #河北美好推荐官 #寻味河北 #抖音探店团 #逛霸州 
0.693711,这款蛋糕怎么拍都好看！口感也是一绝，艾特你只会画饼的闺蜜给你买！#浙江美好推荐官 #杜夫朗格蛋糕 #跨年礼盒 #圣诞礼盒 
0.71422,马上要来的圣诞节，一定要有好吃好看的蛋糕才行呀~ @杜夫朗格沧州站 #甜品 #生日蛋糕 #蛋糕 #圣诞节 
0.837042,在外面吃到很好吃的吉列虾，看完这个视频你肯定也能学会！#抖音美食创作人 #抖音美食推荐官 #吉列蝦 
0.704696,江海超划算饮茶好去处！#江门 #江海碧桂园凤凰酒店 #美食 #探店 #美食推荐 #早茶 #饮茶 #团购 #优惠
0.629251,今天都是来买黑三宝的，好吃，不硬，甜度适中#点心 #北京稻香村 #我的心动美食 #上热门 @抖音小助手
0.801375,优斐斯倍润舒爽修护面膜深层补水保湿神经酰胺修护肌肤屏障#面膜 #面膜推荐 #好物分享护肤 #补水面膜 #我的护肤日常 #美容护肤 #护肤美容 #护肤 #护肤分享 #好用不贵 #护肤好物
0.79064,吃起来真真是太香啦！惊人的好吃！超赞！到手立马给家里爸妈也送去啦～#黑芝麻丸 #老金磨方
0.743533,离人放逐到边界～离别天上的星又坠落，你也会看到吗，每一次不舍得的离别，婉转又温柔～可唯老师@郁可唯yyds！#时光音乐会 #郁可唯 #郁可唯戏腔版离人 
0.601104,本命年同事大改造，#改造后 变成百搭女王#抖in新风潮#你好虎呀 
0.609077,冬装新款 加绒加厚小棉袄来啦！花色漂亮 舒适又保暖！#气质穿搭 #小棉袄 #冬季必备
0.699085,冬装新款 复古盘扣小棉袄来啦！面料舒适 美丽又洋气！#冬季穿搭 #加厚保暖 #小棉袄 
0.677556,简约又高级 是最舒适的状态#韩系穿搭 #每日穿搭 #温柔风穿搭
0.790442,【干货菇】关于打底袜的知识点#好物推荐 #光腿神器 如何续选择适合自己的
0.688794,约会前的小心机～让直男无处跑#当妮留香珠#好物推荐
0.640942,#哎呦喂你鞋真好看 #便宜又好穿 加绒加厚保暖防滑雪地靴，上脚舒适好看又轻巧#好穿又好搭 #谁穿谁好看 @抖音小助手
0.78107,妈妈装 冬季新款 复古盘扣加厚小棉袄上市！舒适保暖 好看又实惠！%穿搭 %时尚妈妈装 %加厚保暖 
0.693146,我是丹，跑步三年，冬季跑步，我推荐这款加绒保暖紧身套装，内里薄绒，舒适透气，男女同款，冬天有它就够了，你准备好了吗？#跑步#跑服推荐@抖音小助手
0.693146,背上忍不住想变美少女的字母月牙包，上身潮酷又舒适#包包推荐 #包包种草 #包包 #圣诞礼物 
0.647848,老公这次回来还给老婆带了礼物，老婆很满意难掩心中的喜悦
0.763927,一年一次的手表展 相伴在分秒的时尚，闪耀在手腕的光芒...... 白云区金大福携手飞亚达手表巡展正式启航 #总有一款适合你 #女人喜欢的饰品 #你值得拥有 #今日新款推荐 
0.764034,闭眼入都不会踩雷的单品，时尚百搭又保暖，宽松版型舒适又好看。#减龄穿搭 #保暖穿搭 #冬季搭配
0.856867,亲子房也太棒了吧！果然新店就是好～我可以在这里呆上一整天  #探店 #常州 #探店vlog #沉浸式体验 #亲子 #足疗 #放松解压
0.693146,舒适好穿的通勤鞋～该准备起来！！#女鞋 #单鞋 #好鞋推荐 @DOU+小助手
0.734488,奥迪随意变道 结局令人舒适#车知识分享计划 #汽车人共创计划 #评车打卡挑战 #用车有妙招 #好车推荐官 
0.779153,#洗面奶 #洗面奶推荐 一起来分享一下你的洗面奶用的哪款
0.640022,猫主人已经联系上了，物归原主，大家可以放心了！#河南美好推荐官 #2021河南记忆 #2021城市记忆 #洛阳尤尤 #吸猫体质
0.640022,新款蜜雪6件套，你安排了吗#零食推荐 #网红零食 #蜜雪冰城 #抖音美食推荐官 #美食推荐 #嘉峪关#嘉峪关生活圈 @抖音小助手 
0.640022,#变美 #除螨 #沐浴露 #护肤 男女通用  亲身体验好才推荐。
0.640022,#变美 #沐浴露推荐 #除螨 #沐浴露 #清洁 健康的皮肤是好心情的开始，好的皮肤是自信的开始。
0.681334,#欢迎光临 萌萌哒小屋香格里拉店重装 今天开业了[庆祝][庆祝][庆祝][庆祝][庆祝][庆祝][烟花]
0.800877,你们爱喝咖啡吗？给大家分享我和员工都在喝的来伊份咖啡#好物推荐 #张同学各地分学
0.842955,#精华 油皮朋友的宝藏，说成好用了#好物推荐
0.621771,#精华 富勒烯精华真的很好用，你也可以试试呦！
0.635839,培培的羽绒服推荐，一件百搭单品搞定冬日复杂穿搭，巨百搭！巨保暖！ #拯救冷星人 @adidas
0.719866,有个小姐姐推荐我要配《道》才完美@不羁 #哀牢山 #延时摄影 #我负责拍摄分享你负责欣赏 #治愈系风景 #仙境云海 #想和你看一场日出 #润哥 #最美日出
0.640022,《完美世界》原始真解的秘密 #荒天帝  #小说  #小说推荐  #辰东小说 
0.790442,运动起来！！！快拍视频打卡@我 吧！！！???#开箱 #好物推荐
0.616214,安德玛品牌活动日强势来袭，爆款跑鞋、运动套装超多福力，还有库里联名款！
0.777788,#休闲裤穿搭 卖了1万条了，版型太好看了，进口定做的面料，好评特别高
0.640022,#安德玛 HOVR  Infinite3跑步运动鞋，#好鞋推荐3~10公里没问题哦，来直播间~~~#潮鞋推荐 #运动装备 
0.640022,冬天适合组个黑芝麻局～#抖音新锐发布#抖音美食推荐官 #甜品
0.666668,马秀英经典淮剧《杨排风观灯》#淮剧 #热门推荐 #原创剪辑 #戏曲 #弘扬戏曲文化 #戏曲 #剪映视频制作 #马秀英 #上海淮剧团
0.636373,#分享爱用物 又到vlog的时间了，今天分享一下，我平时用的牙膏牙刷刮胡刀面膜和美容仪，看看有你们用的上的吗？#fetrex美容仪
0.640022,DHC橄榄护唇膏蝶翠诗孕妇婴儿润唇膏正品无色素防干裂淡化唇纹#唇膏推荐 #唇部保养 #我要上热门 @DOU+小助手
0.671011,#博山花椒鸡，#2021新春日记 ，咱早点练习一下，过年漏一手，你尝尝好吃不。
0.791328,宫20：晴川自制古代“电风扇”，备受康熙爷好评：顿时成为红人  #怀旧经典影视 #好剧推荐 #我的观影报告
0.705026,悦荟广场打造了一个潮秀大舞台！好玩又好逛 还有各种?#上海美好推荐官 #双旦潮圣
0.636494,我真的好喜欢买各种各样的面膜哈哈哈哈！！#面膜 #贫民窟女孩
